User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Cluster
1080,Female,35,Sedentary,Rural,89,58,226,0
1081,Male,26,Moderate,Urban,103,57,299,0
1082,Female,25,Sedentary,Urban,66,62,176,0
1083,Female,50,Moderate,Rural,138,77,586,1
1084,Male,22,Active,Urban,168,135,796,2
1085,Male,31,Sedentary,Urban,96,84,374,1
1086,Female,30,Sedentary,Suburban,68,39,339,0
1087,Male,28,Sedentary,Suburban,64,46,258,0
1088,Male,37,Active,Suburban,153,113,503,1
1089,Male,40,Sedentary,Rural,98,76,459,1
1090,Male,44,Sedentary,Rural,80,60,332,0
1091,Male,32,Moderate,Rural,128,78,535,1
1092,Male,47,Sedentary,Rural,70,57,234,0
1093,Female,33,Sedentary,Urban,83,68,325,0
1094,Female,57,Moderate,Urban,121,62,359,1
1095,Male,35,Active,Suburban,158,84,636,1
1096,Male,59,Active,Urban,171,135,450,2
1097,Male,40,Moderate,Rural,107,89,232,0
1098,Female,53,Active,Urban,193,96,810,2
1099,Female,55,Active,Suburban,173,133,810,2
1100,Female,25,Sedentary,Rural,81,53,178,0
1101,Female,56,Sedentary,Urban,81,72,191,0
1102,Male,46,Sedentary,Suburban,96,81,381,1
1103,Male,29,Active,Urban,173,148,379,2
1104,Male,35,Sedentary,Suburban,96,48,277,0
1105,Male,36,Active,Suburban,182,148,381,2
1106,Male,53,Sedentary,Suburban,96,86,331,1
1107,Female,50,Active,Rural,159,144,447,2
1108,Male,22,Moderate,Urban,105,71,493,1
1109,Female,56,Moderate,Urban,141,72,510,1
1110,Male,45,Sedentary,Rural,86,84,312,0
1111,Male,43,Active,Rural,173,88,459,1
1112,Female,38,Moderate,Urban,137,126,301,1
1113,Female,40,Moderate,Rural,125,81,596,1
1114,Male,38,Sedentary,Rural,50,34,160,0
1115,Female,28,Sedentary,Urban,50,43,131,0
1116,Female,59,Active,Suburban,192,122,780,2
1117,Female,56,Moderate,Rural,116,85,320,1
1118,Male,33,Active,Urban,199,134,700,2
1119,Male,50,Active,Urban,151,106,333,1
1120,Male,44,Sedentary,Urban,55,48,204,0
1121,Female,18,Active,Rural,158,118,343,1
1122,Female,33,Active,Suburban,166,113,450,1
1123,Male,22,Moderate,Suburban,122,91,397,1
1124,Male,35,Active,Urban,153,133,422,1
1125,Female,58,Moderate,Rural,114,93,250,1
1126,Male,51,Moderate,Rural,104,92,395,1
1127,Male,42,Active,Suburban,192,184,579,2
1128,Female,59,Active,Suburban,196,179,834,2
1129,Female,51,Moderate,Rural,136,83,585,1
1130,Male,32,Active,Suburban,192,184,640,2
1131,Female,21,Moderate,Urban,125,106,343,1
1132,Female,21,Active,Suburban,155,128,328,1
1133,Male,42,Moderate,Rural,137,110,548,1
1134,Female,58,Moderate,Urban,138,100,515,1
1135,Female,30,Sedentary,Rural,50,49,146,0
1136,Male,59,Active,Suburban,162,154,789,2
1137,Female,42,Moderate,Suburban,135,93,597,1
1138,Female,20,Moderate,Urban,123,80,331,1
1139,Male,52,Active,Urban,158,117,782,2
1140,Female,26,Active,Urban,199,99,502,2
1141,Male,31,Active,Urban,191,168,638,2
1142,Male,39,Sedentary,Suburban,76,54,274,0
1143,Female,26,Active,Rural,193,139,658,2
1144,Male,41,Sedentary,Suburban,88,86,369,1
1145,Male,40,Active,Suburban,197,120,708,2
1146,Female,54,Sedentary,Urban,59,49,223,0
1147,Male,32,Active,Urban,179,113,865,2
1148,Male,53,Sedentary,Rural,95,65,399,0
1149,Female,31,Moderate,Rural,117,103,268,1
1150,Male,37,Sedentary,Suburban,59,51,226,0
1151,Male,56,Sedentary,Rural,71,43,301,0
1152,Female,53,Moderate,Urban,125,90,436,1
1153,Female,44,Active,Urban,191,156,784,2
1154,Male,34,Moderate,Urban,147,107,685,2
1155,Male,43,Moderate,Suburban,124,88,358,1
1156,Male,58,Moderate,Rural,142,115,417,1
1157,Female,21,Sedentary,Urban,62,41,225,0
1158,Male,20,Moderate,Suburban,105,56,264,0
1159,Female,36,Active,Suburban,168,89,808,2
1160,Male,58,Sedentary,Suburban,58,48,140,0
1161,Male,57,Sedentary,Rural,99,56,254,0
1162,Female,56,Moderate,Rural,121,115,277,1
1163,Male,24,Sedentary,Rural,53,41,106,0
1164,Female,53,Active,Suburban,197,130,590,2
1165,Female,36,Sedentary,Suburban,97,82,427,1
1166,Male,29,Moderate,Rural,149,126,485,1
1167,Male,37,Moderate,Urban,149,116,466,1
1168,Female,55,Moderate,Rural,142,96,644,1
1169,Female,29,Sedentary,Suburban,98,53,367,0
1170,Female,46,Moderate,Suburban,117,116,345,1
1171,Male,47,Sedentary,Suburban,90,84,281,0
1172,Male,37,Moderate,Suburban,148,119,609,2
1173,Male,21,Moderate,Suburban,120,83,541,1
1174,Male,19,Moderate,Suburban,103,58,387,0
1175,Female,47,Active,Rural,198,131,718,2
1176,Female,40,Active,Suburban,198,182,946,2
1177,Female,23,Moderate,Suburban,142,117,354,1
1178,Male,35,Moderate,Suburban,126,67,492,1
1179,Male,39,Sedentary,Suburban,86,43,355,0
1180,Male,54,Sedentary,Suburban,56,44,119,0
1181,Female,21,Active,Urban,193,189,833,2
1182,Female,28,Sedentary,Rural,77,63,187,0
1183,Female,58,Sedentary,Rural,98,80,217,0
1184,Female,52,Sedentary,Urban,69,47,288,0
1185,Male,28,Sedentary,Urban,52,44,181,0
1186,Male,51,Active,Suburban,189,132,476,2
1187,Male,26,Active,Rural,150,93,570,1
1188,Female,48,Sedentary,Rural,74,37,178,0
1189,Female,59,Sedentary,Urban,86,85,427,1
1190,Female,49,Active,Rural,195,182,439,2
1191,Female,52,Moderate,Rural,119,99,427,1
1192,Male,28,Sedentary,Suburban,96,90,196,0
1193,Male,34,Moderate,Suburban,114,112,293,1
1194,Female,53,Sedentary,Suburban,61,56,249,0
1195,Male,19,Active,Rural,156,143,767,2
1196,Female,41,Sedentary,Rural,58,54,270,0
1197,Female,32,Moderate,Suburban,127,99,332,1
1198,Female,45,Active,Suburban,168,134,604,2
1199,Female,20,Sedentary,Rural,94,52,409,0
1200,Female,46,Sedentary,Rural,50,34,220,0
1201,Male,30,Active,Urban,187,117,600,2
1202,Male,39,Sedentary,Suburban,75,49,168,0
1203,Male,48,Active,Suburban,159,123,644,2
1204,Male,24,Sedentary,Suburban,64,54,234,0
1205,Male,43,Active,Rural,180,97,389,1
1206,Male,48,Sedentary,Rural,83,73,166,0
1207,Female,55,Active,Urban,165,92,740,2
1208,Female,55,Active,Urban,171,124,552,2
1209,Male,21,Sedentary,Suburban,93,51,305,0
1210,Female,52,Active,Urban,197,137,432,2
1211,Female,50,Sedentary,Rural,69,36,320,0
1212,Female,20,Sedentary,Urban,50,47,214,0
1213,Male,36,Sedentary,Urban,83,57,213,0
1214,Male,26,Active,Rural,176,140,454,2
1215,Male,36,Sedentary,Suburban,72,46,286,0
1216,Female,36,Active,Suburban,175,97,652,2
1217,Male,43,Moderate,Urban,147,80,298,1
1218,Male,30,Moderate,Rural,116,80,578,1
1219,Male,39,Moderate,Rural,120,66,360,1
1220,Female,25,Sedentary,Urban,87,68,313,0
1221,Male,41,Active,Suburban,197,108,787,2
1222,Male,43,Sedentary,Suburban,97,63,336,0
1223,Male,58,Active,Suburban,164,85,807,2
1224,Female,58,Moderate,Rural,121,94,383,1
1225,Male,20,Moderate,Rural,129,94,583,1
1226,Male,24,Moderate,Rural,126,73,287,1
1227,Female,19,Sedentary,Suburban,59,44,141,0
1228,Male,50,Sedentary,Urban,70,57,160,0
1229,Male,29,Active,Rural,181,170,412,2
1230,Male,29,Active,Rural,166,137,800,2
1231,Male,27,Moderate,Urban,103,73,358,1
1232,Female,58,Sedentary,Suburban,81,45,303,0
1233,Female,44,Sedentary,Rural,90,82,345,0
1234,Female,35,Active,Suburban,190,139,761,2
1235,Male,21,Active,Rural,181,105,654,2
1236,Male,57,Sedentary,Rural,92,66,390,0
1237,Male,40,Sedentary,Urban,75,66,253,0
1238,Male,38,Active,Urban,164,145,818,2
1239,Female,53,Sedentary,Urban,62,57,210,0
1240,Male,47,Sedentary,Urban,83,74,188,0
1241,Female,38,Moderate,Suburban,143,90,339,1
1242,Male,40,Sedentary,Suburban,58,54,174,0
1243,Male,38,Sedentary,Suburban,69,47,228,0
1244,Female,25,Sedentary,Urban,83,69,325,0
1245,Male,56,Active,Rural,190,163,868,2
1246,Male,30,Moderate,Suburban,123,76,533,1
1247,Male,57,Active,Urban,168,109,594,2
1248,Male,39,Moderate,Urban,134,73,355,1
1249,Female,24,Moderate,Urban,115,109,233,1
1250,Male,41,Sedentary,Suburban,94,78,421,1
1251,Female,22,Moderate,Rural,133,123,534,1
1252,Female,43,Moderate,Suburban,121,119,285,1
1253,Male,27,Sedentary,Urban,93,75,197,0
1254,Male,28,Sedentary,Urban,92,59,228,0
1255,Female,57,Moderate,Urban,107,76,464,1
1256,Female,55,Active,Suburban,152,126,545,2
1257,Male,28,Moderate,Rural,110,99,513,1
1258,Male,47,Active,Suburban,177,174,563,2
1259,Female,21,Active,Urban,169,85,824,2
1260,Male,19,Moderate,Urban,136,93,514,1
1261,Male,30,Active,Urban,151,141,343,1
1262,Female,56,Moderate,Suburban,120,99,242,1
1263,Male,34,Active,Suburban,165,85,608,1
1264,Female,40,Active,Suburban,179,165,747,2
1265,Male,27,Moderate,Urban,109,108,426,1
1266,Female,30,Sedentary,Suburban,57,36,211,0
1267,Female,59,Sedentary,Rural,66,54,323,0
1268,Female,56,Moderate,Rural,102,91,243,0
1269,Female,59,Moderate,Rural,128,102,550,1
1270,Female,46,Sedentary,Suburban,89,80,244,0
1271,Male,33,Sedentary,Urban,68,67,220,0
1272,Male,20,Active,Urban,151,84,353,1
1273,Female,53,Active,Urban,191,154,590,2
1274,Female,21,Active,Urban,151,75,479,1
1275,Female,53,Sedentary,Urban,85,74,191,0
1276,Female,33,Moderate,Suburban,148,109,672,2
1277,Female,58,Active,Rural,152,119,421,1
1278,Male,23,Moderate,Suburban,115,67,495,1
1279,Female,59,Sedentary,Urban,91,65,408,0
1280,Male,45,Active,Suburban,155,120,317,1
1281,Female,53,Sedentary,Suburban,83,81,275,0
1282,Female,40,Moderate,Suburban,100,52,251,0
1283,Male,29,Active,Urban,187,183,617,2
1284,Female,59,Moderate,Urban,112,98,526,1
1285,Female,48,Moderate,Urban,149,92,367,1
1286,Male,29,Active,Suburban,196,175,908,2
1287,Male,49,Active,Suburban,192,140,812,2
1288,Female,42,Sedentary,Rural,85,50,320,0
1289,Male,46,Active,Rural,181,134,773,2
1290,Female,36,Active,Urban,189,145,698,2
1291,Male,39,Active,Rural,158,135,381,1
1292,Female,41,Active,Urban,153,104,565,1
1293,Male,50,Active,Urban,150,92,440,1
1294,Female,53,Sedentary,Suburban,89,49,352,0
1295,Male,57,Moderate,Rural,138,98,430,1
1296,Male,33,Sedentary,Urban,57,38,269,0
1297,Female,19,Moderate,Urban,101,69,404,1
1298,Female,25,Active,Rural,163,104,402,1
1299,Female,30,Sedentary,Rural,57,39,262,0
1300,Male,47,Moderate,Rural,121,68,491,1
1301,Female,18,Moderate,Rural,141,80,617,1
1302,Female,29,Active,Rural,199,151,662,2
1303,Male,24,Active,Rural,152,127,674,2
1304,Male,31,Moderate,Rural,141,82,666,1
1305,Female,59,Sedentary,Urban,93,56,318,0
1306,Female,52,Moderate,Suburban,101,66,344,0
1307,Male,45,Sedentary,Urban,53,47,116,0
1308,Male,29,Sedentary,Urban,72,36,313,0
1309,Female,57,Moderate,Suburban,149,120,412,1
1310,Male,41,Sedentary,Suburban,53,31,235,0
1311,Male,18,Moderate,Suburban,144,98,604,1
1312,Female,34,Moderate,Rural,117,68,390,1
1313,Female,55,Active,Rural,174,164,529,2
1314,Female,45,Moderate,Rural,147,118,590,2
1315,Male,50,Moderate,Urban,137,108,630,2
1316,Female,41,Active,Suburban,160,123,607,2
1317,Male,23,Active,Suburban,198,104,452,2
1318,Male,38,Sedentary,Urban,55,41,172,0
1319,Male,21,Sedentary,Rural,98,70,262,0
1320,Male,50,Active,Suburban,168,138,497,2
1321,Female,27,Active,Urban,190,101,436,1
1322,Male,53,Active,Rural,165,140,495,2
1323,Female,30,Moderate,Urban,108,66,249,0
1324,Male,53,Moderate,Rural,145,108,588,1
1325,Male,26,Moderate,Urban,146,78,543,1
1326,Female,48,Active,Rural,187,153,505,2
1327,Female,21,Sedentary,Urban,54,32,167,0
1328,Female,37,Sedentary,Urban,62,44,211,0
1329,Female,25,Moderate,Urban,127,75,359,1
1330,Female,44,Moderate,Urban,148,129,633,2
1331,Female,53,Active,Suburban,156,145,342,1
1332,Male,26,Active,Suburban,173,171,649,2
1333,Female,41,Sedentary,Suburban,91,70,307,0
1334,Male,54,Sedentary,Suburban,84,64,287,0
1335,Male,58,Active,Urban,194,146,867,2
1336,Female,57,Sedentary,Suburban,99,67,329,0
1337,Male,47,Sedentary,Suburban,94,58,330,0
1338,Male,43,Moderate,Urban,114,66,345,1
1339,Female,21,Active,Suburban,168,136,791,2
1340,Female,18,Active,Suburban,180,98,388,1
1341,Male,37,Active,Rural,156,149,416,2
1342,Female,45,Moderate,Suburban,116,72,375,1
1343,Female,41,Active,Rural,156,115,400,1
1344,Male,45,Sedentary,Suburban,61,44,131,0
1345,Female,45,Moderate,Urban,123,110,441,1
1346,Female,22,Moderate,Suburban,142,107,456,1
1347,Female,49,Active,Urban,191,148,634,2
1348,Male,47,Sedentary,Suburban,88,86,371,1
1349,Male,38,Active,Suburban,185,128,586,2
1350,Female,59,Sedentary,Urban,90,74,307,0
1351,Female,33,Active,Urban,150,90,336,1
1352,Female,25,Sedentary,Urban,86,49,396,0
1353,Male,29,Sedentary,Urban,99,70,259,0
1354,Male,49,Sedentary,Rural,76,66,167,0
1355,Female,42,Moderate,Rural,120,70,516,1
1356,Female,20,Active,Urban,158,105,442,1
1357,Male,43,Active,Rural,188,179,582,2
1358,Female,53,Active,Suburban,192,118,946,2
1359,Female,34,Moderate,Suburban,128,102,335,1
1360,Male,44,Sedentary,Suburban,52,41,239,0
1361,Female,39,Moderate,Rural,125,103,412,1
1362,Female,55,Moderate,Rural,106,60,438,1
1363,Male,52,Sedentary,Suburban,97,93,296,1
1364,Female,24,Active,Urban,185,97,381,1
1365,Male,20,Moderate,Suburban,138,127,596,2
1366,Male,23,Sedentary,Rural,99,91,368,1
1367,Male,30,Sedentary,Suburban,98,73,399,1
1368,Female,32,Active,Suburban,176,174,562,2
1369,Female,43,Sedentary,Rural,70,55,227,0
1370,Female,50,Sedentary,Rural,62,40,243,0
1371,Female,32,Sedentary,Rural,64,49,256,0
1372,Male,56,Active,Rural,183,132,683,2
1373,Male,58,Active,Suburban,180,121,715,2
1374,Male,31,Sedentary,Rural,78,48,341,0
1375,Female,36,Sedentary,Urban,70,58,294,0
1376,Male,45,Active,Rural,170,102,583,2
1377,Male,41,Active,Rural,153,122,615,2
1378,Female,58,Active,Suburban,167,155,833,2
1379,Female,50,Moderate,Urban,148,108,532,1
1380,Male,29,Active,Urban,179,127,851,2
1381,Female,27,Sedentary,Urban,55,40,187,0
1382,Female,24,Active,Rural,169,133,602,2
1383,Female,18,Sedentary,Suburban,61,43,241,0
1384,Male,32,Sedentary,Suburban,72,69,223,0
1385,Male,18,Sedentary,Rural,67,65,330,0
1386,Male,37,Active,Urban,188,167,461,2
1387,Male,19,Active,Urban,192,126,739,2
1388,Male,20,Active,Suburban,152,79,551,1
1389,Male,53,Active,Rural,176,114,712,2
1390,Male,33,Active,Urban,185,138,743,2
1391,Male,46,Moderate,Rural,145,132,459,1
1392,Female,53,Active,Suburban,156,107,617,2
1393,Female,56,Moderate,Rural,146,112,419,1
1394,Male,20,Sedentary,Rural,90,49,365,0
1395,Female,54,Sedentary,Rural,93,52,416,0
1396,Female,29,Sedentary,Rural,81,54,276,0
1397,Male,37,Sedentary,Urban,62,48,197,0
1398,Male,40,Moderate,Suburban,139,125,288,1
1399,Male,39,Moderate,Urban,139,115,663,2
1400,Female,49,Sedentary,Urban,76,45,200,0
1401,Female,24,Active,Urban,187,108,912,2
1402,Male,39,Sedentary,Urban,59,55,273,0
1403,Male,19,Sedentary,Suburban,74,38,192,0
1404,Female,31,Moderate,Suburban,132,125,441,1
1405,Male,33,Sedentary,Urban,95,81,428,1
1406,Male,41,Moderate,Rural,140,127,462,1
1407,Female,24,Moderate,Rural,104,56,241,0
1408,Female,21,Sedentary,Rural,50,41,150,0
1409,Male,54,Active,Rural,198,107,597,2
1410,Female,58,Moderate,Rural,114,101,384,1
1411,Female,22,Moderate,Suburban,124,82,466,1
1412,Male,19,Moderate,Rural,127,85,612,1
1413,Male,22,Sedentary,Suburban,85,44,202,0
1414,Male,20,Sedentary,Rural,56,32,201,0
1415,Male,59,Moderate,Rural,116,74,554,1
1416,Male,25,Active,Urban,152,109,567,2
1417,Male,43,Sedentary,Urban,94,52,386,0
1418,Male,27,Active,Urban,198,181,763,2
1419,Female,51,Active,Suburban,195,148,508,2
1420,Male,53,Sedentary,Suburban,59,51,183,0
1421,Female,29,Moderate,Urban,120,83,415,1
1422,Male,37,Active,Urban,162,144,328,1
1423,Male,46,Moderate,Rural,117,109,436,1
1424,Male,31,Active,Suburban,186,146,659,2
1425,Male,22,Moderate,Rural,127,84,298,1
1426,Male,44,Sedentary,Rural,77,38,223,0
1427,Male,21,Active,Urban,160,121,736,2
1428,Female,46,Active,Rural,165,94,734,2
1429,Male,20,Active,Rural,197,144,560,2
1430,Male,50,Moderate,Urban,145,114,700,2
1431,Male,47,Active,Urban,194,133,757,2
1432,Female,53,Active,Rural,152,151,310,1
1433,Female,26,Moderate,Rural,119,73,302,1
1434,Male,18,Moderate,Rural,109,67,315,0
1435,Male,40,Sedentary,Suburban,98,73,269,0
1436,Male,20,Moderate,Rural,136,73,533,1
1437,Male,49,Active,Urban,177,165,366,2
1438,Male,41,Active,Rural,159,158,484,2
1439,Female,23,Sedentary,Suburban,84,56,318,0
1440,Male,30,Sedentary,Rural,86,50,176,0
1441,Female,32,Active,Suburban,183,117,489,2
1442,Female,47,Moderate,Suburban,118,101,534,1
1443,Male,29,Active,Urban,184,175,866,2
1444,Female,57,Sedentary,Rural,96,85,268,0
1445,Male,52,Active,Suburban,167,100,526,1
1446,Female,45,Active,Rural,181,142,706,2
1447,Male,21,Active,Suburban,170,95,707,2
1448,Male,24,Sedentary,Urban,50,43,195,0
1449,Male,33,Sedentary,Urban,57,46,129,0
1450,Male,39,Sedentary,Rural,84,43,179,0
1451,Female,58,Moderate,Rural,128,73,445,1
1452,Female,42,Sedentary,Rural,71,68,327,0
1453,Female,20,Moderate,Rural,120,96,500,1
1454,Male,39,Moderate,Rural,105,83,219,0
1455,Male,48,Sedentary,Suburban,54,50,191,0
1456,Female,54,Moderate,Rural,136,114,480,1
1457,Male,39,Moderate,Suburban,148,97,633,2
1458,Male,44,Active,Suburban,175,141,612,2
1459,Female,19,Moderate,Suburban,142,111,669,2
1460,Male,39,Moderate,Rural,129,83,313,1
1461,Female,34,Sedentary,Urban,59,52,225,0
1462,Male,37,Active,Urban,161,94,650,2
1463,Male,41,Moderate,Rural,117,105,294,1
1464,Female,48,Moderate,Rural,106,80,214,0
1465,Female,25,Moderate,Rural,143,86,449,1
1466,Female,22,Sedentary,Suburban,53,28,114,0
1467,Female,19,Sedentary,Urban,95,58,263,0
1468,Female,21,Active,Urban,195,140,497,2
1469,Male,52,Moderate,Urban,101,68,214,0
1470,Female,51,Active,Urban,191,149,862,2
1471,Male,20,Sedentary,Suburban,50,32,215,0
1472,Male,37,Moderate,Rural,102,95,356,1
1473,Female,26,Moderate,Suburban,143,122,301,1
1474,Female,23,Active,Rural,192,151,835,2
1475,Male,22,Moderate,Rural,107,91,421,1
1476,Female,58,Sedentary,Urban,93,83,336,0
1477,Female,55,Active,Urban,155,119,609,2
1478,Male,52,Active,Rural,165,161,608,2
1479,Male,48,Moderate,Rural,115,92,433,1
1480,Female,30,Sedentary,Urban,86,51,308,0
1481,Male,43,Moderate,Urban,147,130,608,2
1482,Male,39,Active,Urban,172,154,746,2
1483,Male,49,Active,Urban,184,146,477,2
1484,Male,32,Sedentary,Urban,67,46,217,0
1485,Male,28,Active,Suburban,162,133,403,2
1486,Male,33,Sedentary,Suburban,90,75,218,0
1487,Male,23,Moderate,Suburban,134,131,563,2
1488,Male,28,Sedentary,Urban,95,59,324,0
1489,Male,27,Moderate,Rural,144,93,422,1
1490,Male,33,Moderate,Rural,119,110,466,1
1491,Female,29,Active,Urban,185,159,436,2
1492,Female,24,Moderate,Suburban,102,53,459,0
1493,Female,56,Active,Rural,185,145,897,2
1494,Male,44,Sedentary,Urban,61,35,269,0
1495,Male,41,Sedentary,Suburban,80,69,180,0
1496,Male,32,Moderate,Suburban,102,71,295,0
1497,Male,23,Sedentary,Suburban,77,42,224,0
1498,Male,36,Moderate,Suburban,104,60,382,0
1499,Female,25,Sedentary,Suburban,70,54,305,0
1500,Male,53,Moderate,Suburban,139,105,591,1
1501,Female,30,Moderate,Suburban,116,99,454,1
1502,Female,50,Sedentary,Suburban,82,72,225,0
1503,Female,49,Sedentary,Suburban,81,62,310,0
1504,Male,45,Sedentary,Suburban,74,69,342,0
1505,Female,57,Sedentary,Urban,55,43,201,0
1506,Male,27,Moderate,Rural,101,81,265,0
1507,Male,50,Moderate,Urban,125,123,254,1
1508,Female,18,Sedentary,Rural,60,39,296,0
1509,Female,38,Sedentary,Urban,63,58,185,0
1510,Female,22,Active,Rural,162,82,412,1
1511,Male,18,Moderate,Rural,143,129,648,2
1512,Male,38,Moderate,Rural,111,79,417,1
1513,Female,42,Sedentary,Urban,91,56,364,0
1514,Male,37,Active,Rural,187,135,622,2
1515,Male,26,Sedentary,Suburban,76,72,279,0
1516,Male,33,Moderate,Rural,120,79,514,1
1517,Female,45,Moderate,Urban,132,128,451,1
1518,Female,57,Active,Urban,168,111,613,2
1519,Female,53,Sedentary,Suburban,73,65,302,0
1520,Male,56,Active,Rural,159,110,774,2
1521,Female,41,Sedentary,Urban,74,52,162,0
1522,Male,33,Active,Rural,197,115,638,2
1523,Male,31,Sedentary,Suburban,72,38,342,0
1524,Male,51,Sedentary,Suburban,88,54,263,0
1525,Male,41,Sedentary,Urban,84,66,259,0
1526,Female,28,Moderate,Rural,111,77,302,1
1527,Female,53,Sedentary,Suburban,90,81,389,1
1528,Male,18,Moderate,Suburban,108,98,314,1
1529,Female,29,Active,Urban,185,148,432,2
1530,Female,38,Sedentary,Suburban,67,52,180,0
1531,Female,26,Moderate,Urban,119,113,243,1
1532,Female,56,Active,Suburban,158,107,776,2
1533,Female,20,Sedentary,Suburban,85,68,280,0
1534,Female,33,Active,Urban,198,104,690,2
1535,Female,21,Moderate,Urban,131,113,560,1
1536,Female,43,Moderate,Rural,143,98,586,1
1537,Female,30,Sedentary,Suburban,50,42,153,0
1538,Female,37,Moderate,Rural,142,134,313,1
1539,Female,36,Moderate,Rural,117,86,403,1
1540,Male,44,Active,Urban,187,179,587,2
1541,Male,19,Sedentary,Suburban,51,29,116,0
1542,Female,27,Sedentary,Urban,81,45,367,0
1543,Female,42,Sedentary,Suburban,73,56,287,0
1544,Female,36,Active,Urban,161,134,645,2
1545,Female,32,Moderate,Suburban,143,121,493,1
1546,Male,56,Sedentary,Rural,67,43,225,0
1547,Male,41,Sedentary,Suburban,65,61,295,0
1548,Female,33,Active,Suburban,171,89,496,1
1549,Male,34,Active,Urban,181,153,584,2
1550,Female,33,Sedentary,Suburban,82,66,309,0
1551,Male,35,Sedentary,Suburban,61,32,126,0
1552,Female,21,Active,Suburban,163,139,401,2
1553,Male,19,Active,Suburban,153,91,380,1
1554,Male,48,Active,Rural,185,139,691,2
1555,Male,19,Active,Urban,162,88,751,2
1556,Female,19,Moderate,Suburban,120,85,407,1
1557,Male,32,Moderate,Urban,129,76,258,1
1558,Female,46,Sedentary,Rural,92,73,312,0
1559,Male,51,Moderate,Rural,139,102,674,2
1560,Male,57,Active,Suburban,151,78,527,1
1561,Female,49,Sedentary,Urban,62,34,219,0
1562,Female,38,Active,Urban,170,99,816,2
1563,Female,47,Moderate,Urban,125,82,517,1
1564,Male,41,Active,Rural,161,148,766,2
1565,Female,31,Sedentary,Rural,91,70,341,0
1566,Female,45,Moderate,Suburban,101,57,420,0
1567,Female,31,Sedentary,Urban,86,50,259,0
1568,Male,51,Moderate,Urban,112,84,236,0
1569,Female,31,Active,Rural,172,132,559,2
1570,Female,42,Sedentary,Suburban,92,68,257,0
1571,Male,29,Moderate,Suburban,137,136,342,1
1572,Female,58,Moderate,Suburban,130,104,644,1
1573,Male,57,Moderate,Rural,101,98,486,1
1574,Female,37,Moderate,Urban,106,81,522,1
1575,Female,59,Active,Suburban,158,114,578,2
1576,Female,24,Active,Suburban,177,97,689,2
1577,Female,32,Moderate,Urban,109,92,531,1
1578,Male,26,Active,Suburban,175,126,815,2
1579,Male,21,Active,Rural,150,91,348,1
1580,Male,48,Moderate,Suburban,121,96,385,1
1581,Male,40,Active,Urban,156,92,426,1
1582,Male,23,Sedentary,Rural,70,36,326,0
1583,Male,45,Sedentary,Suburban,97,72,394,1
1584,Female,29,Active,Urban,169,133,475,2
1585,Female,39,Moderate,Urban,120,63,397,1
1586,Female,41,Sedentary,Urban,83,70,371,0
1587,Male,51,Active,Urban,171,149,657,2
1588,Female,36,Active,Suburban,157,152,762,2
1589,Male,41,Moderate,Suburban,104,96,256,1
1590,Male,37,Moderate,Rural,109,108,279,1
1591,Female,51,Active,Rural,188,170,496,2
1592,Female,44,Moderate,Urban,144,99,340,1
1593,Male,46,Sedentary,Urban,58,41,190,0
1594,Male,18,Sedentary,Rural,89,72,301,0
1595,Male,53,Active,Suburban,156,138,722,2
1596,Female,56,Active,Suburban,171,114,433,1
1597,Male,24,Moderate,Suburban,119,73,380,1
1598,Male,37,Sedentary,Urban,61,46,144,0
1599,Female,37,Moderate,Rural,105,96,353,1
1600,Male,42,Active,Rural,176,174,544,2
1601,Female,38,Active,Rural,194,103,816,2
1602,Male,26,Active,Suburban,188,143,808,2
1603,Female,44,Active,Rural,197,146,561,2
1604,Male,45,Active,Rural,188,150,603,2
1605,Female,42,Active,Suburban,171,86,495,1
1606,Male,53,Moderate,Urban,149,96,674,2
1607,Male,51,Moderate,Urban,139,86,621,1
1608,Female,19,Moderate,Suburban,103,96,335,1
1609,Female,26,Sedentary,Rural,79,76,316,0
1610,Male,36,Moderate,Urban,139,121,341,1
1611,Male,32,Active,Urban,182,148,427,2
1612,Male,38,Moderate,Urban,102,68,452,1
1613,Male,33,Moderate,Suburban,109,55,396,0
1614,Male,19,Sedentary,Urban,79,68,182,0
1615,Male,43,Active,Rural,192,183,570,2
1616,Male,46,Sedentary,Suburban,84,51,359,0
1617,Female,50,Sedentary,Suburban,97,77,319,0
1618,Male,51,Sedentary,Urban,75,71,237,0
1619,Female,44,Moderate,Rural,119,111,336,1
1620,Male,24,Active,Suburban,188,167,682,2
1621,Male,32,Active,Urban,164,160,748,2
1622,Female,34,Sedentary,Rural,84,44,324,0
1623,Male,26,Active,Rural,153,122,641,2
1624,Female,30,Active,Suburban,154,97,605,1
1625,Male,49,Sedentary,Urban,70,36,345,0
1626,Male,19,Moderate,Rural,104,58,410,0
1627,Male,49,Sedentary,Suburban,84,71,339,0
1628,Male,37,Sedentary,Suburban,95,47,371,0
1629,Female,36,Moderate,Suburban,115,103,358,1
1630,Female,44,Moderate,Suburban,121,72,256,1
1631,Female,53,Moderate,Suburban,116,66,556,1
1632,Male,47,Moderate,Rural,122,104,350,1
1633,Female,28,Sedentary,Suburban,60,53,191,0
1634,Male,33,Moderate,Urban,146,126,397,1
1635,Female,43,Active,Urban,180,111,373,1
1636,Male,47,Sedentary,Rural,54,53,234,0
